text,actual,predicted,error_type
i wish people would leave jon & kate alone  i really like that show,positive,negative,positive -> negative
 yea just fun dive..a bit scary sometimes but fun.  u like diving?,neutral,positive,neutral -> positive
 sounds like my town,neutral,positive,neutral -> positive
" Oh aye.....he rocks, shes ****",positive,neutral,positive -> neutral
"TGIF.,..i wish that saying applied to me, but i work Saturdays",positive,neutral,positive -> neutral
 i dont get one? fine! i say texting is way more meaningful than twittering,positive,neutral,positive -> neutral
it`s friday night. i`m home. no party this weekend,negative,neutral,negative -> neutral
"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neutral,positive,neutral -> positive
GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,positive,neutral,positive -> neutral
watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,negative,neutral,negative -> neutral
" OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",neutral,negative,neutral -> negative
Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,positive,neutral,positive -> neutral
"Has just finished uploading my latest chap  Finally! Now, off to watch the new HappySlip vid :3",positive,neutral,positive -> neutral
"I`m just to far from where you are, I wanna go home...",positive,neutral,positive -> neutral
Good night all  Even though it`s morning for most of you lol,neutral,positive,neutral -> positive
"twit twit twitter! trying to 'legally' watch a movie online, its not happening",negative,neutral,negative -> neutral
Back from hospital. Doc says I`ll live,positive,neutral,positive -> neutral
 aww I don`t want u to suffer  it`s just Midol isn`t working for me. Grrrrr I hate that stuff. But I love you tho.,neutral,negative,neutral -> negative
Didn`t make to my cousin`s yacht convention. Hope he doesn`t get upset. And hope he won.,positive,neutral,positive -> neutral
is watching the final episode of E.R  Goon SuBo 2 win Britians Got Talent,positive,neutral,positive -> neutral
"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",negative,neutral,negative -> neutral
Up was pretty good. It was kind of depressing though,neutral,positive,neutral -> positive
" yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",positive,neutral,positive -> neutral
argh! why why why,negative,neutral,negative -> neutral
trying to upload one thousand photos!!,neutral,negative,neutral -> negative
"Husband Went off to bed, now off to missing him again until he is off again Tuesday",negative,neutral,negative -> neutral
Dreading the weekly grocery shopping.,negative,neutral,negative -> neutral
my nail broke  I haaaaaaaaate,negative,neutral,negative -> neutral
" It was crazy all day today and I have a feeling it`s going to be that way tomorrow, too.  Enjoy your couple of days off though",neutral,positive,neutral -> positive
 Around better..  How are you ?,positive,neutral,positive -> neutral
"I can only message those who message me, if we`re fwends...so those that want replies..follow me.  hmm..that sounds funny..",positive,neutral,positive -> neutral
 psh... I`m not cool enough to go to their open-houses.,negative,neutral,negative -> neutral
wants to go the the vintage paper show but no one will accompany her,negative,neutral,negative -> neutral
"You know when your make late night calls to India team members for more pictures, your struggling with your message.  Thanks .",negative,neutral,negative -> neutral
But I have to cause I missed a lot of classes,negative,neutral,negative -> neutral
 who will we make fun  of?!?!,neutral,positive,neutral -> positive
Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...**** you microsoft...i want win 7,negative,neutral,negative -> neutral
my mother is drunk grrrreat.. It`s okay it`s mothers week,neutral,positive,neutral -> positive
 i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,positive,neutral,positive -> neutral
"  I know! they were running out though, Soph had to get a massive one...",positive,neutral,positive -> neutral
"Oficially Back to work, all systems up and running smoothly",positive,neutral,positive -> neutral
Burning time at wacha,negative,neutral,negative -> neutral
" I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½",negative,neutral,negative -> neutral
" Yep, ah, ****, I don`t wanna leave my warm doona to get a hot beverage...I guess I`ll just have to make do w/o it",negative,neutral,negative -> neutral
"watching 'Steel Magnolias' then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, <3 peace.love.jonas",positive,neutral,positive -> neutral
 u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,negative,neutral,negative -> neutral
just got home. Yay!  Hi guys! http://plurk.com/p/svdpu,neutral,positive,neutral -> positive
just gott home from work and now relaxing,positive,neutral,positive -> neutral
 don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall,neutral,positive,neutral -> positive
 Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,neutral,negative,neutral -> negative
I wish I could go to the Love Music Hate Racism gig this weekend   I`m not in the right part of the world even,negative,positive,negative -> positive
"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them",negative,neutral,negative -> neutral
i wonder if there is a life after Alzheimer`s caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,negative,neutral,negative -> neutral
Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,negative,neutral,negative -> neutral
 Equations and graphs,neutral,positive,neutral -> positive
"Didn`t get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun",neutral,positive,neutral -> positive
 Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,positive,neutral,positive -> neutral
"_song Glad you had a wondrous Beltaine! Mine was quiet, yet in sync with the season.  Miss you all...",neutral,positive,neutral -> positive
 awww  omg garbo fake playing during one of the songs!!! haha,negative,neutral,negative -> neutral
_N - me too!! I don`t want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),neutral,negative,neutral -> negative
"11.40 AM. I don`t wanna wake up. Shoo, roommate, shoo.",neutral,negative,neutral -> negative
 I`m currently into Emarosa. Their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit! Haha,negative,positive,negative -> positive
_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,positive,neutral,positive -> neutral
"Just finishing shooting, can u believe it, but got the job done",positive,neutral,positive -> neutral
 a great song by East Clubbers,negative,positive,negative -> positive
"is exhausted from a great weekend, and is looking forward to this week",neutral,positive,neutral -> positive
weee! internet is back here at home!,positive,neutral,positive -> neutral
 i hear you.. it pisses me off haha,negative,neutral,negative -> neutral
 seen u a couple of times. Liked it,positive,neutral,positive -> neutral
 U SO funny but u right! I like BSB but Im not as fan than U I love much better Tupac & TLC..2 bad they`re not singing anymore,neutral,positive,neutral -> positive
Moment of truth!! Im nervous for her!,neutral,negative,neutral -> negative
 oops I meant 19th  snowdaysss..,negative,neutral,negative -> neutral
"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I`m a stapler...",neutral,positive,neutral -> positive
Guinness got 2 `new` toys from mom and dads house.  Hooray for free stuff,positive,neutral,positive -> neutral
 I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol,neutral,negative,neutral -> negative
Really big spider on the floor two metres away from me  am actually a little scared.,negative,neutral,negative -> neutral
" it shocked D & I, too!  Puts things in a whole new, empowering, light... now doesn`****?",negative,neutral,negative -> neutral
Okay.. so someone has my keys or they are -really- good at this 'hide from James' game.,neutral,positive,neutral -> positive
" They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",positive,neutral,positive -> neutral
" let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",positive,neutral,positive -> neutral
"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",positive,neutral,positive -> neutral
  I know... he`s mad at us... :`(,negative,neutral,negative -> neutral
 ...you are kickable.,neutral,positive,neutral -> positive
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,negative,neutral,negative -> neutral
"Hi tweete, surprised to see everyone still up...maybe it`s the full moon",positive,neutral,positive -> neutral
happy birthday great-grandmother  ../././. bad news on a good day >< but ame is living,neutral,positive,neutral -> positive
"Feeling better today, but still sick.",neutral,negative,neutral -> negative
goodnight!,neutral,positive,neutral -> positive
Maitreya for Bobby`s bday!  Yay,neutral,positive,neutral -> positive
i feel some type of way cause im not talkin to anyone...,neutral,negative,neutral -> negative
HollowbabesHere comes the utter shite #bgt <I completely agree,negative,neutral,negative -> neutral
 at least you have a next year  into the big wide world for me!,neutral,positive,neutral -> positive
" Good Evening Terri! Have missed you lately, hope life is being good to you. Have a wonderful evening !",neutral,positive,neutral -> positive
Didn`t get to go wakeboarding  but i`ll be good cause i`m having a lush night!,positive,neutral,positive -> neutral
on my way to my dad`s with my sistas..  r.i.p. Deb..,negative,neutral,negative -> neutral
" No! Strange, each time we return I feel like I have come home and yet I have no Spanish blood that I know of....",neutral,negative,neutral -> negative
We`re not gonna be able to talk again,negative,neutral,negative -> neutral
 I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?,positive,neutral,positive -> neutral
" I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral,negative,neutral -> negative
 I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,neutral,negative,neutral -> negative
SCENE **** AT 4AM IS ALWAYS THE ****,negative,neutral,negative -> neutral
"Mooorning! It`s Friday, and that`s terrific! Smile up!    :-|      :-D",positive,neutral,positive -> neutral
17 Again was actually quite good considering...off to bed now. Long day tomorrow. June 12th...please come soon (but not too soon),positive,neutral,positive -> neutral
_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,neutral,positive,neutral -> positive
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,positive,neutral,positive -> neutral
  heheheheh... lol... I always figured he`d send them your way if he got any dupes... I felt bad not sending him stuff...,negative,neutral,negative -> neutral
_ann_cole  i thinks thats right lol... please follow me... much appreciated,positive,neutral,positive -> neutral
 i`m fake. . Is that the same?   ~K~,neutral,negative,neutral -> negative
lol thats the highlight,positive,neutral,positive -> neutral
Recovering from a lovely but slightly stressful weekend in France,neutral,positive,neutral -> positive
Omg I can`t believe jay leno is going off the air,neutral,negative,neutral -> negative
ohay clean teeth,positive,neutral,positive -> neutral
watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,negative,neutral,negative -> neutral
" if i can get a ticket, but the pickings are lookin slim soo prob not",neutral,negative,neutral -> negative
busy exam week coming up! always look on the bright side of life  *whistle*,positive,neutral,positive -> neutral
The sun is wonderful but makes me feel incredibly fat.. The less clothes and more exposure thing  today I diet. Again......,neutral,negative,neutral -> negative
"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.",positive,neutral,positive -> neutral
" I kind of figured. He`d probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",negative,neutral,negative -> neutral
   Goodnite sexy twiggas,positive,neutral,positive -> neutral
Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?,neutral,negative,neutral -> negative
_w T`was not an interview in so much as it was a private chat,neutral,negative,neutral -> negative
Eminem 3AM ... Freaking Awsome!!! ... Im Going Back Too... Seams Like Something big is inside me... and no...is not a Alien,positive,negative,positive -> negative
" yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too",negative,positive,negative -> positive
A friend is someone who will help you move. A real friend is someone who will help you move a body,positive,neutral,positive -> neutral
": I live in germany, it costs a lot too!  I wish you could follow me anyway..",neutral,positive,neutral -> positive
 i know. i need to get their cd somewhere.. hopefully they sell it here in finland.,positive,neutral,positive -> neutral
" The first thing she said means 'Your new album is really good' and the second thing, 'Don`****`s broken'. I am Persian!",neutral,positive,neutral -> positive
But I have cause I missed a lot of classes,negative,neutral,negative -> neutral
 Yup I stayed until the very very end  Exciting!,positive,neutral,positive -> neutral
Last library day before Doomsday. Urgh. Was nice to wake up with my J-bum though. He`s still sleeping now. Cute,neutral,positive,neutral -> positive
Fishing on WoW while listening to ska on Pandora. Such a lazy Sunday morning,negative,neutral,negative -> neutral
morning all....beautiful day...best go enjoy some sunshine before i have to go to work...unfortunately,neutral,positive,neutral -> positive
 That`s for sure. That`s why I intentionally turn my thought processes to the silly,negative,neutral,negative -> neutral
 ahh i wish you guys would come to a hot topic near me.,neutral,positive,neutral -> positive
 I`m here!... Jdubb is @ his funky job...I guess.. We`re neglected,negative,neutral,negative -> neutral
 well we aren`t normal then because 1. we can`t drive in mexico (you have to be 18) and 2. there are no dairy queens here,negative,neutral,negative -> neutral
_blache Night! Doze well.,neutral,positive,neutral -> positive
 http://twitpic.com/4w52z - Patrick should come here and say hi!,negative,neutral,negative -> neutral
 welcome back! I`m stuck in jury duty today.,neutral,negative,neutral -> negative
 I was sleep for all that and missed the fun! Hey DG.  lets play another gammme brian,negative,neutral,negative -> neutral
Oh dear  #bgt,neutral,negative,neutral -> negative
Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,negative,neutral,negative -> neutral
 Is it possible to a have phobia of phobias? Afraid to look at list.,negative,neutral,negative -> neutral
" haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)",neutral,positive,neutral -> positive
 haha i love surprises! i don`t work til sunday tho so i have to wait.,positive,neutral,positive -> neutral
"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",negative,neutral,negative -> neutral
 lol thanks!there scary to wear though,neutral,positive,neutral -> positive
 also just spoke to my <3...              ï¿½tearï¿½,positive,neutral,positive -> neutral
Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,negative,positive,negative -> positive
Oh that just made my evening.  I forgot Merlin was on tonight!  But its a toss up between Rove and Spielburg on Spielburg on ABC2 choices.,positive,neutral,positive -> neutral
" I agree, keep it in Star Trek but make it commercially viable! C`mon!",positive,neutral,positive -> neutral
"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",negative,neutral,negative -> neutral
 mothers day gift,neutral,positive,neutral -> positive
i have perused the #fieldnotes website and it is good.  too bad i must return to work,neutral,negative,neutral -> negative
"Caught up with apprentice last night, poor Howard, it was Lorraine`s turn to go",neutral,negative,neutral -> negative
 gaah rain for tomorrow,negative,neutral,negative -> neutral
 It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,neutral,negative,neutral -> negative
hateeee history of rock!,negative,neutral,negative -> neutral
 Has to be a Mac! Believe me - you won`t regret it,positive,negative,positive -> negative
 where and when is your next show? or upcoming ones? i really want to see you guys,positive,neutral,positive -> neutral
Does anyone know how to scale a pic down I`m trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,negative,neutral,negative -> neutral
Just remembered I still have a summer project to do.  IT NEVER ENDS!!!!!,negative,neutral,negative -> neutral
"Im free at last, tomorrow I get to remember what Sundays look like",positive,neutral,positive -> neutral
The muse has me gripped firmly by the throat. Really enjoying my writing,positive,negative,positive -> negative
" cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",positive,neutral,positive -> neutral
 it was way worse than that ...and where were you why didnt you say hello?,negative,neutral,negative -> neutral
praying the rosary with my family!,neutral,positive,neutral -> positive
... Still feelin like blah... 3 more hours,negative,neutral,negative -> neutral
I`m nervous... I hope I get in... this could be a costly mistake... more like procrastination and assumption...,negative,positive,negative -> positive
Bummed that F! F! F! broke up,negative,neutral,negative -> neutral
nature has just called me  BRB,neutral,negative,neutral -> negative
" lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",negative,neutral,negative -> neutral
"early morning~2:30 am~what`s up? I am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",neutral,positive,neutral -> positive
" Try have a read of the Paul Mckenna book I Can Make You Thin, it has some good advice on how bad traditional 'diets' are",neutral,positive,neutral -> positive
 I must admit when i first saw that name posted i thought it was an exploit attempt,negative,neutral,negative -> neutral
 In our vedanta class we have a saying 'Chit Happens' (chit being mind vibrations or thoughts),neutral,negative,neutral -> negative
 i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week... ill hit u up,negative,neutral,negative -> neutral
At work... supposed to be a day off but too much work to get done for PLM World... sigh,negative,neutral,negative -> neutral
"I mean i`m tired, and sooooo freakin in love with my .",neutral,negative,neutral -> negative
almost everyone can suck my **** right about now. ive had it up to here with people **** me over !,neutral,negative,neutral -> negative
"  Either way, that`s unfortunate to hear  Thanks you both for the head`s up.",neutral,positive,neutral -> positive
 but it all went too quick and there wasn`t a chance lol,negative,neutral,negative -> neutral
just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,negative,neutral,negative -> neutral
"@_Tanyya :O  awww leave off, shes ace! Shes one of my fav actresses!",neutral,positive,neutral -> positive
"just woke up, its laura`s last full day here  Last night we watched embarrassing home movies",negative,neutral,negative -> neutral
im saaaaaaaaaaaaaad  i need someone to talk to.,negative,neutral,negative -> neutral
ok deleted all messages and hope they don`t come back!!,neutral,positive,neutral -> positive
"Was a little slow to try this one, but Ben & Jerry`s Mission to Marzipan is a bit of a letdown.",negative,neutral,negative -> neutral
responding to more questions at Thou Shall Blog! I appreciate this community.,positive,neutral,positive -> neutral
"fuckkk i need sleepppppppp lol, happy mothers day mummy",neutral,positive,neutral -> positive
 There`s loads of highly qualified stuff  and loads STILL using snail mail.,negative,neutral,negative -> neutral
Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,negative,neutral,negative -> neutral
sam and sean are teasing me saying they are gonna get wings without me,neutral,negative,neutral -> negative
would really like to not be at work and instead taking a nap.,positive,neutral,positive -> neutral
"Wooow, I haven`t charged my iPod Touch all day today, and it`s still ALIVE! That`s so coolio",positive,negative,positive -> negative
Bumping Air Supply`s Greastest Hits,positive,neutral,positive -> neutral
i have nothing to do,neutral,negative,neutral -> negative
Saw this lil girl that has big eyes and hair like Dora the explorer. How cute,positive,neutral,positive -> neutral
hi beautiful! How`s it going?  ,positive,neutral,positive -> neutral
feel like am at one of those gyms where the machines work you rather than you them,neutral,negative,neutral -> negative
Brand new is playing at the epicenter in July when I`m in NY. Jesse lacey why do you hate me?,negative,neutral,negative -> neutral
walk was grand peeps lol feet are really hurting now thought  ****,negative,neutral,negative -> neutral
heading out to the park with the kids - hope it does not rain -looking cloudy?,positive,neutral,positive -> neutral
"I`m back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",neutral,negative,neutral -> negative
" possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",positive,neutral,positive -> neutral
"My goodness! Another hit, another run!!!",positive,neutral,positive -> neutral
" WOMAN, I didn`t know you came home  you so suck!!! When are you going back!",negative,neutral,negative -> neutral
 would love to talk to you but i live in England so unfair,neutral,positive,neutral -> positive
gonna walk around for an hour now :I but I`m totally motivated! Wahahaha,positive,neutral,positive -> neutral
"Love, laughter, creativity.",neutral,positive,neutral -> positive
" - oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha",neutral,positive,neutral -> positive
"good morning  6.15 am: plans for the day ...nope, nothing interesting",neutral,positive,neutral -> positive
" You too, Rus!",neutral,positive,neutral -> positive
"she`s smarter and classier. she`s perfect for him. and, IM NOT.",neutral,positive,neutral -> positive
OMJ JUSt qOt HOME fROM tHAt PARty! it`S 2:OO a.m! i`M MAN tiRED! GOODNiqHt AND HAPPY MOtHER`S DAY 2 ALL!!! tAkE CARE & GOD BlESS!,neutral,positive,neutral -> positive
_hansen Darn - I just realised 'pull the other one' would have been a *far* better response to your name suggestion,positive,neutral,positive -> neutral
"When life, as you know it, doesn`t exist anymore.",negative,neutral,negative -> neutral
Twitter won`t let me update online. My update box won`t work.,negative,neutral,negative -> neutral
BORED.  would love someone to talk to.,neutral,positive,neutral -> positive
migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother`s day,neutral,negative,neutral -> negative
" haha! you`re so funny, Mikee .. you`re probably the only Mike I`ll ever like  *sad thoughts*",neutral,negative,neutral -> negative
 i can`t figure out how to listen to it from the internet,negative,neutral,negative -> neutral
As it turns out I do NOT get to go see The Decemberists...,neutral,negative,neutral -> negative
"ok, i am finally starting to hit a draw, but now my short game has gone to ****!",negative,neutral,negative -> neutral
I feel like I`m going to toss my cookies,neutral,negative,neutral -> negative
Dosen`t Want To Go To Work Tomorrow,negative,neutral,negative -> neutral
" if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",neutral,positive,neutral -> positive
Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,positive,neutral,positive -> neutral
 p.s. Dead like me was awsome. Loved that show  missed the last 2 episodes tho ?,positive,neutral,positive -> neutral
 Sorrry  I`m ready to leave.,negative,neutral,negative -> neutral
" Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)",negative,neutral,negative -> neutral
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,negative,neutral,negative -> neutral
 such a dissapointment  hhaha,negative,positive,negative -> positive
Gotta get ready to leave....Alec and I are going hunting outside of Volterra. This should be fun.  Talk to everyone later.,positive,neutral,positive -> neutral
i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,negative,neutral,negative -> neutral
Just finished watching He`s Just Not That Into You.  Loved it.,positive,neutral,positive -> neutral
just came bak from dancing with my NEEWWWW cd  haha im dancing again,positive,neutral,positive -> neutral
"Listening to the commentary track on Holiday Inn. Never thought I`d see Bing Crosby in black face, but the rest of the movie was cute",positive,neutral,positive -> neutral
"Watching 1971 edition if Old Grey Whistle Test. Fanny, Mamas and the Papas & Isaac Hayes. Don`t make shows like this anymore",negative,neutral,negative -> neutral
Perfect way to end a totally boring day? Sleep. Goodnight,neutral,positive,neutral -> positive
Not a good start to the day left my money at home . So i`ll hot a day me looking for free carparks,negative,positive,negative -> positive
 I was sad to hear they shaved too  I really liked the beards. I feel like I`m in the minority.,neutral,negative,neutral -> negative
 excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive,neutral,positive -> neutral
just had a falling out with nick,negative,neutral,negative -> neutral
possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,negative,neutral,negative -> neutral
 Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral,positive,neutral -> positive
 why would you want a clone? Unboxed a new 24' iMac last night and it`s beautiful! Too bad it`s not mine,neutral,negative,neutral -> negative
" You should hate your gender less. Not all men are bad. In fact, I quite like mens.",neutral,negative,neutral -> negative
niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,neutral,negative,neutral -> negative
**** I wish I was at Botcon with everyone.,neutral,positive,neutral -> positive
had a good day but im now skint again,neutral,positive,neutral -> positive
  please don`t,neutral,negative,neutral -> negative
"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",negative,neutral,negative -> neutral
dam just finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive,negative,positive -> negative
_B_Judah i am too old for Vegas,neutral,negative,neutral -> negative
 // your FACE is stupid.   thanks... i miss you too. HA!,neutral,negative,neutral -> negative
 aaaaaaaahhhhhhhh I hate the Internet  When will people learn 'native widgets are always best',neutral,negative,neutral -> negative
IT DIDN`T WORK,negative,neutral,negative -> neutral
" Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.",positive,neutral,positive -> neutral
 here I am!,neutral,negative,neutral -> negative
_steph boo  I miss you! It`s been ages. Once I get Internet back I`ll try to fix ALO haha it likes to act up from time to time...,neutral,negative,neutral -> negative
 fine! Going to do my big walk today 20 or so miles,positive,neutral,positive -> neutral
Night of the cookers with my dad,neutral,positive,neutral -> positive
" ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",positive,neutral,positive -> neutral
"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",neutral,negative,neutral -> negative
IBood DOWN,neutral,negative,neutral -> negative
Sorry if I`m confusing anyone. I keep forgetting to . The desktop Twitterific  is not so terrific  Very different from iPhone app.,neutral,negative,neutral -> negative
I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.,negative,neutral,negative -> neutral
Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,negative,neutral,negative -> neutral
My throat is on fire,neutral,negative,neutral -> negative
 LMAO... Smh!  that one threw me off.,neutral,negative,neutral -> negative
"Ha **** im ready.  but **** that ****, i cant believe she had the balls to call me. Haha Wtf!",neutral,negative,neutral -> negative
" what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",negative,neutral,negative -> neutral
 so haven`t seen any videos the last few days  hope everything is ok...,neutral,positive,neutral -> positive
My radiator boiled out,neutral,negative,neutral -> negative
 U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it,positive,neutral,positive -> neutral
learning all about non-payment from a client.  For a new business this is a headache I was hoping to avoid,neutral,negative,neutral -> negative
ACK! Ghost Whisperer isn`t on!   **** network`s lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0),neutral,negative,neutral -> negative
 NO WAY! i didn`t know he was singing ROF thats without a doubt my fave he has done on idol thus far!! EEP~fangirl moment,positive,neutral,positive -> neutral
 ooh ouch!   lovely weather but ****! cover up sugar! x,positive,neutral,positive -> neutral
I need a break... PFFF... Work Sucksss Will be in Myrtle Beach SC in 45 days...  things like that make me soooo happy woeiwoeiwoei,neutral,positive,neutral -> positive
mum`s day - ended up being happy  not that it`s my day or anything....,positive,neutral,positive -> neutral
"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",positive,neutral,positive -> neutral
In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive,neutral,positive -> neutral
 my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,negative,positive,negative -> positive
" Dang! Of course, I`m just jealous `cuz I didn`t think of it first",neutral,negative,neutral -> negative
All the food in my house has sugar ants in it,neutral,negative,neutral -> negative
"STRESSED AS HELL (, but still surviving",positive,negative,positive -> negative
"_Henrie hey david, you`re hot",positive,neutral,positive -> neutral
  Scrub and moisturize... doesnt even sounds like `showering`... maybe u should be inclined to follow me en. rephael,neutral,positive,neutral -> positive
"Took yesterday off & treated myself to an outfit & shoes, I have not treated myself in a while, my mothers day gift to me",positive,neutral,positive -> neutral
Heading to yale.. Grandmother in car accident,negative,neutral,negative -> neutral
Just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!,neutral,positive,neutral -> positive
 lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,neutral,negative,neutral -> negative
Five o`clock can`t come any faster,neutral,negative,neutral -> negative
I`m super hungry! Waiting for my biotch to feed me.,neutral,negative,neutral -> negative
" It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",positive,neutral,positive -> neutral
" Having a Leatherman, is a MUST, really for anybody! You never know, when you might need one & it gets the job done.",positive,neutral,positive -> neutral
Redskins release Jon Jansen.  That guy put in a ton of sweat and bruises for the team.  He will be missed.    http://tinyurl.com/mdewfk,positive,negative,positive -> negative
" working on a logo & I keep getting click happy  Its me, not photoshop I dont they have a 'stupid stop clickin' in ps do they?",neutral,negative,neutral -> negative
jake thomas looks so precious :`( i hate when they say 'there it is i see the white light' in every ghost whisperer show,neutral,negative,neutral -> negative
" yeah man, they brought it back on the market a couple years ago...it scarce through",negative,neutral,negative -> neutral
i dont noe what to eat for breakfast hmmmmmmm im so hungry,neutral,negative,neutral -> negative
"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive,neutral,positive -> neutral
"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",negative,neutral,negative -> neutral
